term,GRS,Campus,College,Department,Program,program_no,Residency,Student_Type,Race,URM,Level,service_region,state,county,class,learner_age,cohort,retained
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Asian, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Asian, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,25 <= Age <= 79,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Asian, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jessamine,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Asian, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,21 <= Age <= 24,2,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Christian,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Clark,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Clark,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Junior,21 <= Age <= 24,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,21 <= Age <= 24,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Hopkins,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Senior,21 <= Age <= 24,2,2
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Jessamine,Junior,25 <= Age <= 79,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Marion,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Non-Service Region,Kentucky,Barren,Senior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Non-Service Region,Kentucky,Franklin,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Sophomore,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Calloway,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,Two or More Races,URM,Undergraduate,KY:Service Region,Kentucky,Madison,Senior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Allen,Senior,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Boone,Senior,25 <= Age <= 79,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Bourbon,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Boyd,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Boyd,Senior,21 <= Age <= 24,2,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Bullitt,Senior,21 <= Age <= 24,2,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Campbell,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Clark,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Clark,Senior,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Clark,Senior,25 <= Age <= 79,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fleming,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Franklin,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Franklin,Senior,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Franklin,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Greenup,Junior,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Greenup,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Hart,Senior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jessamine,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jessamine,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Johnson,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Lewis,Senior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Mercer,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Mercer,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Montgomery,Junior,14 <= Age <= 20,2,2
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Nelson,Senior,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Nelson,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Nelson,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Nicholas,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Scott,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Scott,Junior,14 <= Age <= 20,4,3
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Scott,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Shelby,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Todd,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Wolfe,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Woodford,Senior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Boyle,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Clay,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Clay,Senior,21 <= Age <= 24,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Estill,Senior,21 <= Age <= 24,2,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Garrard,Senior,21 <= Age <= 24,1,0
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Junior,21 <= Age <= 24,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Laurel,Senior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,Non - GRS,On-Campus Program,College of Business,School of Business,BBA in Management,1,In state Resident,Continuing,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Lincoln,Junior,14 <= Age <= 20,1,1
